id,city,locality,bedroom_num,latitude,longitude,post_date,price,title,type,user_type,
46506507,Mumbai,Andheri West,4,19.0790687,72.8870196,05-12-2019,90000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2350 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,28 floor,East facing 4 bhk lavish semi furnished flat higher floor good open view and sea view flat"
46677039,Mumbai,Goregaon West,4,19.1517821,72.8376771,12-01-2020,90000," 4 BHK Apartment for Rent in Imperial Heights, Goregaon West 2090 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,24 floor,East facing Available 3.5BHK With Modular Kitchen & 6 Acs in IMPERIAL HEIGHTS Oshiwara Higher Floor at 90K Rent Final With Amenities."
46869471,Mumbai,Andheri West,4,19.0790687,72.8870196,07-01-2020,92000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2250 sqft",Apartment,Agent,"3 Bath,Semi-Furnished,28 floor,West facing 4BHK semi furnished flat  higher floor good open view all bedrooms and Hall"
44977195,Mumbai,Andheri West,4,19.0790687,72.8870196,29-11-2019,90000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2120 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,30 floor,East facing 4 bhk big flat in metropolis good open view and sea view flat"
47171531,Mumbai,Andheri West,4,19.0790687,72.8870196,07-01-2020,90000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2800 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,29 floor,East facing 4 bhk semi furnished flat higher floor good open  view and sea view flat"
46902431,Mumbai,Andheri West,4,19.0790687,72.8870196,24-12-2019,88000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2700 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,23 floor,West facing 4 bhk semi furnished well doneup flat , higher floor good open view and sea view flat"
47002931,Mumbai,Andheri West,4,19.0790687,72.8870196,29-12-2019,95000," 4 BHK Apartment for Rent in HDIL Metropolis, Andheri West 2900 sqft",Apartment,Agent,"4 Bath,Furnished,10 floor,West facing 4 bhk fully furnished flat in metropolis good open view and sea view flat"
46644959,Mumbai,Powai,4,19.11968919,72.90900216,29-12-2019,110000," 4 BHK Apartment for Rent in Hiranandani Gardens Solitaire, Powai 2000 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,17 floor,East facing Semi furnished 3 BHK flat for rent at Solitaire in Hiranandani Gardens which has all basic furniture amenities, ACs, Modular Kitchen, Designer Bathroom, it has a lovely modular kitchen, Wardrobes in bedroom with basic utilities. The complex has been built on most modern lines with pleasing ambience. This house is very airy and has an excellent view. This flat Located at Hiranandani. Its very close to powai lake, Its a peaceful, green, well managed locality with modern spacious flats. The complex has swimming pool, Club House with Gym, conference hall etc."
41563705,Mumbai,Powai,4,19.11351373,72.90056692,14-01-2020,110000," 4 BHK Apartment for Rent in Lake Lucerne, Powai 2400 sqft",Apartment,Agent,"5 Bath,Semi-Furnished,11 floor,East facing A very good 4 bhk flat for rent in lake luncence, chandivali, central mumbai suburbs. It is a superb property and offers an excellent view. The flat is semi-Furnished with multiple amenities and promises a comfortable stay"
40983421,Mumbai,Goregaon West,4,19.1733554,72.838217,13-01-2020,125000," 4 BHK Apartment for Rent in Yug Dharma Cooperative HSG society, Goregaon West 3800 sqft",Apartment,Agent,"4 Bath,Furnished,16 floor,North - East facing Our fees only Rs. 20,000 for an apartment in Mumbai. Professional Property Management Multiple direct options available"
46141091,Mumbai,Chembur,4,19.0508155,72.9132023,18-11-2019,115000," 4 BHK Apartment for Rent in Satyam Springs, Chembur 1850 sqft",Apartment,Agent,"3 Bath,Furnished,15 floor,East facing its a 3.5 bhk flat available for rent in good apartment, with all modern amenities, near by all civic facilities"
46622081,Mumbai,Ghatkopar West,4,0,0,12-01-2020,105000," 4 BHK Apartment for Rent in The Address Vista, Ghatkopar West 3100 sqft",Apartment,Agent,"4 Bath,Unfurnished,10 floor,North - East facing 4bhk apartment for Rent in ghatkopar. Vista is a part of one of the best residential projects in ghatkopar  The address. The community has facilities such as jogging track, swimming pool, and gymnasium, play area for kids, community hall vista is crafted for lifestyle connoisseurs, a privilege to be enjoyed by only a discerning few. This property in ghatkopar is defined by sprawling and ultraLuxurious homes that give each one in the family their space. It is located in close proximity to all possible conveniences that one can ever imagine. More details please contact us."
45808261,Mumbai,Chembur,4,19.04231597,72.91266668,13-01-2020,110000," 4 BHK Apartment for Rent in Sabari Aashiana, Chembur 2400 sqft",Apartment,Agent,"4 Bath,Unfurnished,9 floor,East facing Aashiana by Sabari at Chembur is one of the most sought after residential project in Chembur of the recent times. The surroundings provide access to facilities like hospitals, schools, banks, convenience store etc. The project offers world class residential units with latest specifications that meet the expectations of the urban lifestyle.It ensures a comfortable lifestyle of unmatched quality through Intercom, Fire fighting system and that are best in class and features. The lavish yet thoughtfully designed residences mark Aashiana as one of the most promising residential projects in Chembur."
43560403,Mumbai,Vikhroli,4,19.0937492,72.922604,25-12-2019,110000," 4 BHK Apartment for Rent in Godrej The Trees, Vikhroli 1800 sqft",Apartment,Agent,"3 Bath,Semi-Furnished,9 floor,East facing Excellent ProjectGated Community15+ High End Residential TowersGardens Pool Clubhouse Gym Kids Play Areas Retail Super Market, F & B, Surrounded by Massive GreeneryConfiguration & RERA Carpet Areas1 BHK - 465 to 500 Sqft2 BHK - 780 to 840 Sqft2.5 BHK - 881 to 940 Sqft 3 BHK - 1059 to 1080 Sqft3.5 BHK - 1125 SqftLower Higher Middle FloorsAvailable for LeaseUnfurnished Semi Furnished Fully FurnishedLease Rates1 BHK - 40k to 50k2 BHK - 60k to 70k2.5 BHK - 65k to 75k3 BHK - 75k to 85k3.5 BHK - 85k to 95kAvailable for Resale1 BHK - 1.85* Cr. Onwards2 BHK - 3* Cr. Onwards 2.5 BHK - 3.75* Cr. Onwards3 BHK - 4.20* Cr. Onwards3.5 BHK - 5.25* Cr. OnwardsFree Way BKC Hiranandani Gardens Powai MIDC Andheri New Mumbai Thane"
47014215,Mumbai,Four Bungalows,4,19.0790687,72.8870196,30-12-2019,110000," 4 BHK Apartment for Rent in HDIL Metropolis, Four Bungalows 2525 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,28 floor,East facing This spacious 4 BHK multistorey Apartment is available for Rent and is located in HDIL Metropolis, one of the most prestigious projects of Four Bungalow Andheri west. The house is Exclusive Semi Furnished. It has gymnasium as well as swimming pool. The project also has children's play area, club house, multipurpose room, sports facility, rain water harvesting, indoor games, power backup, lift available, 24 x 7 security, car parking, jogging track, vaastu compliant, staff quarter, shopping mall, school, hospital, atm, closed car parking. It is facing East direction. It has 4 bathrooms and  balconies. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. More inquiry you contact with us."
36988599,Mumbai,Chembur,4,19.04805946,72.90557098,22-09-2019,125000, 4 BHK Apartment for Rent in Chembur 2000 sqft,Apartment,Agent,"4 Bath,Semi-Furnished,East facing The impressiveness starts from the ultimate location of Chembur. Placed carefully in the heart of Chembur, it makes every essential easily accessible. The residence here has the charm of a private villa. The grandeur and the beauty are simply the subject of enthrallment. Beside convenience, if offer a pampering of luxury. Glimpse this reverie of leisure to ensure that you chosen nothing but the best."
47086215,Mumbai,Goregaon West,4,19.1517821,72.8376771,13-01-2020,110000," 4 BHK Apartment for Rent in Imperial Heights, Goregaon West 2295 sqft",Apartment,Agent,"4 Bath,Furnished,East facing Available 3.5 BHK 2295 sqft Fully Furnished flat on Rent in Imperial Heights off Link Road Behind Oshiwara Bus Depot. Apartment with AC and Kitchen Cabinet swimming pool facing cross ventilated balconies in living room and dry area available 10ft heights per floor 5 apartments are there intercom facilities video door phone 24 hours securities Facilities inside the premises is Mini Market ATM Medical Room Dry cleaner Temple Swimming Pool Jacuzzi Baby pool Banquet hall with outside party area Landscape garden Club house and many more facilities. Inspection Anytime..."
46366849,Mumbai,Chandivali,4,19.10777289,72.89723403,13-01-2020,115000," 4 BHK Apartment for Rent in Nahar Amrit Shakti, Chandivali 1800 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,North - West facing Premium 3.5 bhk semi furnished flat available for rent in Nahar Amrit Shakti. The flat is very spacious with huge balcony, open plan kitchen, servant room , store areas. The flat is swimming pool, garden and park facing from all the rooms and living room.. Nahar Amrit Shakti is very big township with a huge clubhouse newly constructed with all the amenities.Huge garden place with three play areas for all age group of kids, jogging track, yoga place, senior citizen corner. It is very close to Hiranandani a place to hang out. It has International School, play groups, market place, jain temple,"
25971377,Mumbai,Chembur,4,0,0,13-01-2020,125000," 4 BHK Apartment for Rent in Safal Nav Parmanu, Chembur 2100 sqft",Apartment,Agent,"4 Bath,Unfurnished,10 floor,South - East facing 4 BHK Apartment Govandi Mumbai"
46723757,Mumbai,Vile Parle East,4,0,0,13-01-2020,125000, 4 BHK Apartment for Rent in Vile Parle East 3200 sqft,Apartment,Agent,"4 Bath,Semi-Furnished,6 floor,North facing We all have to live together, so we might as well live together happily in this spacious home.LIVE here LIMITLESS LUXURY.An excellent 4 bhk residential apartment for rent in   Nanda Parker road Vile parle east, Mumbai. All layouts, locations, plans, specifications, designs, elevations, features, amenities, facilities, services, product equipment type and brand mentioned.It is a very good property. It is available for family & Bachelors. We are looking monthly rent  1.25Lacs.It is on the 6th floor out of the 9th floor."
44679621,Mumbai,Ghatkopar West,4,19.0960569,72.9168188,12-01-2020,110000," 4 BHK Apartment for Rent in Wadhwa The Address, Ghatkopar West 2600 sqft",Apartment,Agent,"3 Bath,Unfurnished,1 floor,North facing Huge 3.5BHK flat available for immediate rent in the most promising complex of Ghatkopar west, It is situated at LBS Road, opp. R-City Mall, Its a beautiful flat with full garden view..The complex has all the modern amenities like club, swimming pool, garden, gym etc.."
34656545,Mumbai,Ghatkopar East,4,0,0,17-12-2019,105000, 4 BHK Apartment for Rent in Ghatkopar East 2475 sqft,Apartment,Agent,"4 Bath,Semi-Furnished,5 floor,West facing 4 BHK semifurnished flat available on rent, The above mentioned price is negotiable"
39864183,Mumbai,BEST Housing Colony,4,19.1517821,72.8376771,04-01-2020,115000," 4 BHK Apartment for Rent in Imperial Heights, BEST Housing Colony 2090 sqft",Apartment,Agent,"4 Bath,Furnished,29 floor,North facing Available Spacious 3.5BHK Fully Furnished With Electronics in IMPERIAL HEIGHTS Oshiwara Higher Floor Done Up Flat Asking 1.15K Rent With All Modern Amenities & 2 Parkings."
46510081,Mumbai,Santacruz West,4,19.08150864,72.837677,12-01-2020,120000, 4 BHK Apartment for Rent in Santacruz West 1350 sqft,Apartment,Agent,"4 Bath,Unfurnished,7 floor,North facing Available 4 bhk brand new building untouched flat  in Santacruz west with four toilet and washroom . Good size flat with ample of sunlight and greenery view. Good location station is walkeble distance everything is close by station market cafeteria gym mall restaurant  etc....good for bachelors and family as well."
46238831,Mumbai,Andheri East,4,19.12283925,72.88452963,20-12-2019,125000," 4 BHK Apartment for Rent in Kanakia Rainforest, Andheri East 1950 sqft",Apartment,Owner,"4 Bath,Furnished,7 floor,North facing Kanakia Rainforest is a well-developed residential project of Andheri East, Mumbai offering a 4 BHK flat with 1950 sq ft of super built-up area in safe & sound community, perfect for nature lovers. So hurry up and have a look at this meticulously designed flat ready to be rented in a finest locality of Andheri East, Mumbai. Property SpecificationsPacked up with a bunch of modern amenities, this society with contemporary designs enjoys flawless cross ventilation & the pleasant sunlight kissing your doorsteps. Situated on the seventh floor of a high-rise 15-storeyed apartment, this lavish flat features 4 beautiful bedrooms, 4 bathrooms, a living cum dining area, and a kitchen. All the bedrooms are adorned with decorative wardrobes, double beds with mattresses and AC  ensuring you a cool and peaceful ambiance to relax in. Affixed with geysers are the western fashion bathrooms, of which three are en-suite to the bedrooms, while the other is  commonly available.  Get entertained & spend some leisure time with your friends & relatives in the living cum dining area installed with a TV unit, an AC and a 3+2 seater sofa set. For the convenience of the lady of the house, the modular kitchen is decked with a granite countertop, a sink, and a pipe gas connection. This Vastu compliant  flat is polished up with the high-quality vitrified tiles flooring that enhances the look of the interiors giving it a sense of elegance. Facilities Kanakia Rainforest is a well-planned gated community project which offers a wide array of the state-of-the-art amenities like cafeteria/food court, meditation area, swimming pool, golf course, cycling & jogging track, gymnasium, kids play area, lift, fire fighting equipment, and clubhouse.Other facilities are round the clock water supply, two reserved covered parking space, 100% power backup for common area and a CCTV is also installed assuring you a safe and tension free life. Any kind of repair issue is taken care of by the utility service providers such as electricians, plumbers, etc available within the neck of the woods. LocalityBeing situated in a prime locality of Mumbai, this society is sited very close to the markets, famous malls, and a few grocery stores in Andheri East. The educational service are very impressive in this area where the Prime Academy dotted at close range offers good quality of education. Immediate healthcare services are provided by the excellent team of doctors of the reputed Seven Hills Hospital situated within the close proximity. With all the necessities near at hand, you also have direct approachability to the esteemed banks & ATM centers. Railway is considered as the life-line of Mumbai, where the Andheri East Railway Station is present a 4-5 away from this property. Just like rail, local buses, taxis, and autos as well also offer excellent shuttling within the city where you can experience a great work-life balance. "
45302573,Mumbai,Parel,4,0,0,08-12-2019,125000, 4 BHK Apartment for Rent in Parel 1850 sqft,Apartment,Owner,"3 Bath,Furnished,5 floor,North facing 4 bhk fully furnish flat with 2 car parking available for rent, peace of mind when you enter the complex,jain derasar is in the compound, studio is just next to to bldg you can have shooting seating in balacony, school hospital just at min walking 24?7 security one of the bldg n another of rajkamal compound"
47180323,Mumbai,Goregaon West,4,19.17037007,72.84247227,13-01-2020,120000," 4 BHK Apartment for Rent in Anmol Tower, Goregaon West 2200 sqft",Apartment,Agent,"4 Bath,Furnished,14 floor,East facing Available 4BHK rental flat, in anmol tower Goregaon west it is situated in prime location. It is a fully furnished flat."
47192855,Mumbai,Goregaon West,4,19.1517821,72.8376771,14-01-2020,120000," 4 BHK Apartment for Rent in Imperial Heights, Goregaon West 2100 sqft",Apartment,Agent,"3 Bath,Furnished,North - East facing Premium Furnished Flat in Imperial Heights Goregaon West for Rent, with High Class Interior Designed, Its present 3.5 bhk .This projects is Located in Goregaon west location coz this is the only project having Seven Star Amenities in it. We are having many flats in Under Construction Buildings with all Luxury Amenities like Gymnasium Steam Sauna Lap Pool Rooftop Jacuzzi Pool Walking track Tennis Courts Childrens Playground. For further details, pls contact on Rightway Realty."
45281633,Mumbai,Andheri West,4,19.1400976,72.8150628,14-01-2020,120000," 4 BHK Apartment for Rent in Raheja Park Plaza, Andheri West 1995 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,4 floor,East facing 4 BHK balcony flat on rent in andheri west available in building Park Plaza. The flat has 4 bedroom and 4 bathroom with 1895 sq.ft built up area. The flat is on the lower floor and the building is surrounded with trees. Ideal for corporate working executives or families."
47190057,Mumbai,CAMA Industrial Estate,4,19.1547839,72.8540607,14-01-2020,105000," 4 BHK Apartment for Rent in Lodha Fiorenza, CAMA Industrial Estate 2200 sqft",Apartment,Agent,"4 Bath,Furnished,7 floor,West facing 4 bhk for rent lodha fiorenza fulley furnished with 2 car parking very nice flats ready to move."
17940517,Mumbai,Chembur,4,19.0531452,72.8982841,13-01-2020,115000," 4 BHK Apartment for Rent in diamond garden, Chembur 2900 sqft",Apartment,Agent,"5 Bath,Semi-Furnished,9 floor,East facing Exclusively planned super luxurious flat with balconies on higher floor with a beautifull view and cross ventiliation surrounded with lot of greenery in a newly constructed tower with podium and decorative entrance lobby."
45456149,Mumbai,Chembur,4,19.0496985,72.9025149,14-01-2020,125000," 4 BHK Apartment for Rent in Union Park, Chembur 2600 sqft",Apartment,Agent,"3 Bath,Semi-Furnished,7 floor,North - East facing Four bhk semi furnished flat for rent.Near to eastern express highway .Markets ,School,collage,Hospitals,Hotels,Banks, ATM are near to the property . Shopping malls ,K star mall,Cubic mall are near to the property , Public garden for children to play is also near to the property .Ten minutes from station Other public transport & Mono rail is also near to the property ."
46827603,Mumbai,Andheri West,4,19.1481277,72.8315375,02-01-2020,125000," 4 BHK Apartment for Rent in Serenity Complex, Andheri West 2500 sqft",Apartment,Owner,"3 Bath,Furnished,3 floor,South facing Good Property"
45380395,Mumbai,4 Bunglows,4,19.129387,72.827935,13-01-2020,125000," 4 BHK Apartment for Rent in Western Heights, 4 Bunglows 2326 sqft",Apartment,Agent,"3 Bath,Unfurnished,18 floor,East facing 3.5 Bhk flat available for rent,in Adani western Height.Andheri west."
45366303,Mumbai,Ghatkopar West,4,19.0960569,72.9168188,13-01-2020,118000," 4 BHK Apartment for Rent in Wadhwa The Address, Ghatkopar West 2920 sqft",Apartment,Agent,"4 Bath,Furnished,8 floor,East facing Wadhwa The Address offers facilities such as Gymnasium and Lift.It also has amenities like Basketball court, Golf course, Jogging track and Swimming pool.The project has indoor activities such as Pool table, Skating rink and Squash court.It also offers services like Banquet hall, Garbage disposal and Library.The society has dedicated security guards for every tower.Full power backup is available.Daily needs shopping could be done within the society premises to make the stay convinent."
45846097,Mumbai,Oshiwara,4,19.15233717,72.83092418,13-01-2020,125000," 4 BHK Apartment for Rent in WINDERMERE CHS LTD., Oshiwara 1850 sqft",Apartment,Agent,"4 Bath,Unfurnished,1 floor,North facing 4bhk spacious flat for rent in Windermere Chs. located at Oshiwara, Andheri West. The building 21st floor multistorey and flat located on 1st floor. There are all modern amenities like Swimming Pool, Club House, Gym, Garden etc. More information and inspection please contact me."
37392339,Mumbai,Powai,4,19.11351373,72.90056692,13-01-2020,120000," 4 BHK Apartment for Rent in Lake Lucerne, Powai 2365 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,4 floor,East facing Semi furnished 4 bhk flat for rent at lake lucerne in lake home complex, powai. Semi furnished house with all ac in all rooms, wardrobes, modular kitchen with piped gas connection etc. All rooms with attached bathroom with full fa Semi furnished 4 bhk flat for rent at lake lucerne in lake home complex, powai. Semi furnished house with all ac in all rooms, wardrobes, modular kitchen with piped gas connection etc. All rooms with attached bathroom with full facility club house having swimming pool, gym, tennis. The flat is conveniently located near very good schools and hospitals."
41820061,Mumbai,Andheri West,4,19.15038469,72.82855247,13-01-2020,120000," 4 BHK Apartment for Rent in Samarth Aangan, Andheri West 2044 sqft",Apartment,Agent,"4 Bath,Unfurnished,1 floor,North - East facing This is 4bhk flat available for rent in Samarth Aangan Tower Located at Oshiwara Near Lokhandwala and Infinity Mall in Andheri West . having all the world class high tech modern amenities like swimming pool, health club, gym, garden, children?? play area , tennis court ,  open room, airy flat along with spacious bedroom and living room falls sunlight inside in all corner of the flat .One of the best buildings in these area.The best gentry in building and around the locality. It is easily accessible from market, mall, road, hospital, school, colleges, bank & atms etc."
47036575,Mumbai,Powai,4,19.1130883,72.8930921,12-01-2020,115000," 4 BHK Apartment for Rent in Chandivali Powai, Powai 2350 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,3 floor,North - East facing 3.5 BHK semi furnished apartment for rent in nahar. beautiful apartment with best of the amenities. club housing facility. non vehicle zone."
42457737,Mumbai,Powai,4,19.122307,72.8959927,14-01-2020,125000," 4 BHK Apartment for Rent in Emerald Isle, Powai 2700 sqft",Apartment,Agent,"6 Bath,Semi-Furnished,11 floor,East facing A very good 4bhk flat for rent in l and t emerald isle, powai, central mumbai suburbs. It is a superb property and offers an excellent view. The flat is semifurnished with multiple amenities and promises a comfortable stay. The appeal of the flat has been increased with the availability of a piped-Gas and internet/wi-Fi connectivity. Indeed, the society too has multiple facilities for enjoyment, such as club house/community center, fitness centre/gym and swimming pool etc. It also has rain water harvesting system. It has a carpet 1375 area of sq. Ft. Other facilities include intercom 4"
9251161,Mumbai,Chembur,4,19.03479576,72.89289856,09-01-2020,110000, 4 BHK Apartment for Rent in Chembur 3000 sqft,Apartment,Agent,"4 Bath,Semi-Furnished,2 floor,North - East facing 4 bhk for lease in chembur sindhi society. With 3 car parkings. Semi furnished apt. Call for further details"
47230059,Mumbai,Udyog Nagar,4,19.17037007,72.84247227,09-01-2020,120000," 4 BHK Apartment for Rent in Anmol Tower, Udyog Nagar 2200 sqft",Apartment,Agent,"4 Bath,Furnished,12 floor,East facing Prime LocationHigher floorSpacious flatAll amenitiesKeys AvailableGreat viewGated communitySchools & colleges at walking distanceMalls Hospitals hotels restaurants nearby"
47262367,Mumbai,Unnat Nagar,4,19.17037007,72.84247227,10-01-2020,112000," 4 BHK Apartment for Rent in Anmol Tower, Unnat Nagar 2700 sqft",Apartment,Agent,"4 Bath,Furnished,15 floor,East facing This is a spacious and thoughtfully designed 4 BHK apartment for rent in Goregaon West, Mumbai AndheriDahisar. This 510 year old property is a part of Anmol Towers. It is on the 15th floor of 22 floors and has a super builtup area 2700 sq. ft. The builtup area is 2400 sq. ft. and the carpet area is 2200 sq. ft. This well designed apartment has 4 bathrooms. This is an east facing apartment.Only families can rent the apartment.The apartment with vitrified flooring has 2 balconies.You get this apartment Furnished with 4 wardrobes, 4 beds, 1 modular kitchen."
16397815,Mumbai,Chembur,4,0,0,10-01-2020,112000, 4 BHK Apartment for Rent in Chembur 2400 sqft,Apartment,Agent,"4 Bath,Furnished,7 floor,West facing Exclusive spacious fully furnished flat is available for rent in prime and posh locality. Nice decent and peaceful surrounding. Well maintained full security."
46978035,Mumbai,Andheri West,4,19.1400976,72.8150628,13-01-2020,120000," 4 BHK Apartment for Rent in Raheja Park Plaza, Andheri West 2000 sqft",Apartment,Agent,"4 Bath,Unfurnished,3 floor,North - East facing 4 bhk flat for rent raheja park plaza 10 warking versova metro"
40930273,Mumbai,Malad East,4,19.17720167,72.85572333,09-09-2019,125000," 4 BHK Apartment for Rent in Woodlands Apartment, Malad East 3259 sqft",Apartment,Agent,"6 Bath,Semi-Furnished,14 floor,East facing 2232 sq ft carpet, ultra spacious 4 BHK+servant room flat in Woodlands Apartment, one of the poshest addresses in Goregaon/Malad East, overlooking the breathtaking Aarey greens, Gokuldham and the national park. 37 Ft balcony3 flats/floor3 level parking2 passenger, 1 stretcher lift11.5 ft Ceiling height Complete East-West cross ventilation6 split Daikin ACs of 1.5, 1.75,2 tonHuge modular kitchen with hob/chimneyAttached servant room with washroomAll rooms with attached washroomsChildren's play areaDouble height entrance lobbySwimming poolLush landscaped gardenGym, Indoor games"
47303613,Mumbai,Ghatkopar West,4,19.0960569,72.9168188,14-01-2020,125000," 4 BHK Apartment for Rent in Wadhwa The Address, Ghatkopar West 2280 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,10 floor 4 BHK, Multistorey Apartment is available for Rent in Ghatkopar West, Mumbai for 1.25 Lac(s)"
44237947,Mumbai,Chakala,4,0,0,17-12-2019,110000," 4 BHK Apartment for Rent in Express Enclave, Chakala 2500 sqft",Apartment,Agent,"4 Bath,Unfurnished,5 floor,North facing Available specious 4bhk un furnished flat for Rent in Express Encalve,chakala close to western express highway,Andheri east.It is in very posh building and well maintained with all the modern amenities and even having a tight security with intercom facility. It is very close to school, Hospitals at 1kms distance, Distance from airport domestic and international is 2kms, Distance from railway station approx 1.5km etc. It is 0-5yrs old building."
35534429,Mumbai,Chakala MIDC,4,19.12021065,72.86785126,09-01-2020,125000, 4 BHK Apartment for Rent in Chakala MIDC 2100 sqft,Apartment,Agent,"4 Bath,Unfurnished,7 floor,East facing Fully Furnished 4 BHK available For Company Lease or families. well mentioned Society and Flat.2 parking are available.main Raod Facing. Close to metro, High way, airport. Company Lease Preferred."
46801633,Mumbai,Malad West,4,19.1923299,72.8332211,08-01-2020,115000," 4 BHK Apartment for Rent in Sheth Auris Serinity, Malad West 2250 sqft",Apartment,Agent,"4 Bath,Unfurnished,40 floor,North - West facing This is a spacious and thoughtfully designed 4 bhk apartment for rent in malad West, mumbai andheriDahisar. This 01 year old property is a part of sheth auris serenity. It is on the 6th floor of 41 floors. Carpet area is 1648. 00 sq. Ft. This well designed apartment has 4 bathrooms. This is a narth West facing apartment.Only families can rent the apartment.Vegetarian preferredThis apartment has a single balcony.Additionally, this property has a servant room.You get this apartment unFurnished.The society is equipped with features like lifts, park, water storage, intercom facilit"
46637367,Mumbai,Goregaon East,4,19.17100978,72.87098943,13-01-2020,120000," 4 BHK Apartment for Rent in DB Woods, Goregaon East 2800 sqft",Apartment,Agent,"4 Bath,Furnished,East facing Spacious 4BHK available on rent at DB Woods. This is close and accessible from railway station as well as upcoming new metro station."
46448775,Mumbai,Andheri West,4,19.13331784,72.81809514,23-12-2019,125000," 4 BHK Apartment for Rent in Kabra Metro One, Andheri West 2500 sqft",Apartment,Agent,"4 Bath,Unfurnished,6 floor,East facing Ready to Move in Lavish Unfurnished 4BHK Flat For Lease in Kabra Metro one D.N. Nagar Andheri West. One of The Premium Tower in Andheri West.  We have Many More Other Options Available For Lease and outright in Andheri West. please Call For More Details V.S.Properties."
47132427,Mumbai,Andheri West,4,19.1448936,72.8368073,05-01-2020,105000," 4 BHK Apartment for Rent in Evershine Cosmic, Andheri West 1700 sqft",Apartment,Agent,"4 Bath,Semi-Furnished,10 floor,East facing its a 4 bhk .available for family and bachelors both"
44014227,Mumbai,Andheri West,4,19.129387,72.827935,13-01-2020,115000," 4 BHK Apartment for Rent in Western Heights, Andheri West 1820 sqft",Apartment,Agent,"3 Bath,Semi-Furnished,12 floor,North - East facing Our fees only Rs. 20,000 for an apartment in Mumbai.  Professional Property Management. Multiple direct options available. There is 4bhk apartment available."
30506705,Mumbai,BEST Housing Colony,4,19.1517821,72.8376771,13-01-2020,120000," 4 BHK Apartment for Rent in Imperial Heights, BEST Housing Colony 2815 sqft",Apartment,Agent,"4 Bath,Unfurnished,16 floor,West facing The Property is of 4Bhk In Goregaon (west), Project Facing main Road, With 2815 Sq Ft Apartment Size, Ac Installed in all Rooms, Well done up Modular Kitchen, Geysers installed In Bathroom, The Unit Boasts of Major Amenities Liked Club House, Gymnasium, Yoga center, Spa center, Swimming Pool, Indoor games, Basket Ball court & Many more, Apt Is very Closed to School, College, Market, Temple, Near Top MNC. Anytime Inspection keys with me"
46361263,Mumbai,Malad East,4,19.18273084,72.85414958,28-11-2019,110000," 4 BHK Apartment for Rent in Kanakia Levels, Malad East 2726 sqft",Apartment,Agent,"4 Bath,Unfurnished,34 floor,East facing Project with all modern amenities and easy access to w.E highway and proposed metro station.malad station, is one of the residential development , located in Mumbai. It offers spacious and skillfully designed apartments. The project is well equipped with all modern amenities and 24 x 7 security service to facilitate the needs of the residents..for more details contact us.."
47110845,Mumbai,Matunga West,4,0,0,13-01-2020,115000, 4 BHK Apartment for Rent in Matunga West 1500 sqft,Apartment,Agent,"2 Bath,Semi-Furnished,2 floor,East facing Enjoy & benefited with  good conectivity  with rest  of Mumbai. PROPERTY is located in SOUTH MUMBAI, THE flat is semi-furnished with amenities like modular kitchen,pipeline gas connection,bed, sofa,water filter,AC,curtain rods,  Garden, power back-up, intercom facility, lift, maintenance staff and 24 hours security and ready for immediate rent."
45028737,Mumbai,Gokuldham,4,19.17100906,72.87098694,05-12-2019,105000, 4 BHK Apartment for Rent in Gokuldham 2820 sqft,Apartment,Agent,"4 Bath,Unfurnished,18 floor,North - East facing A very specious flat,very nice location,nearby mall,market,garden,school, temple, bus depotFULLY FURNIHED flat. Property includes all furniture Built in wardrobes, bed frame with matress, Sofabed, tv stand, Dining TableChairs, Modular Kitchen, as well as white goods  Microwawe, Gas, Water Purifier, Washing Machine,Fridge,Airconditioner and TV. 4 bedroom, 4 toilet, 4 bathroom,1 kitchen,1 livingroom.Includes 2 covered stilt parking Does not have monsoon floodingwater through windows.Has a nice view of the hills from a high floor.It would be one of the best choices if you choose.please contact us"
